date,year,month_name,day,MW,T_mean,T_max,T_min,V_mean_wind,hPa_mean
2018-01-19,2018,ENERO,19,1957,27,30,23,11.3,1012.9
2018-01-20,2018,ENERO,20,1911,26,29,23,17.8,1013.1
2018-01-21,2018,ENERO,21,1800,27,30,26,16.4,1008.6
2018-01-22,2018,ENERO,22,2044,26,28,25,13.1,1004.2
2018-01-23,2018,ENERO,23,2027,28,34,24,15.1,1002.6
2018-01-24,2018,ENERO,24,1766,23,27,19,16.8,1011.7
2018-01-25,2018,ENERO,25,1712,20,23,16,21.9,1018.6
2018-01-26,2018,ENERO,26,1817,24,28,21,22.4,1015.3
2018-01-27,2018,ENERO,27,1761,25,28,22,15.9,1009
2018-01-28,2018,ENERO,28,1633,26,30,23,12.8,1008.9
2018-01-29,2018,ENERO,29,1880,24,28,22,21.6,1012.7
2018-01-30,2018,ENERO,30,2005,25,30,21,21.7,1010.1
2018-01-31,2018,ENERO,31,2053,26,29,24,14.2,1012.6
2018-02-01,2018,FEBRERO,1,2076,27,30,25,13.4,1013
2018-02-02,2018,FEBRERO,2,2093,27,31,24,15.4,1012.4
2018-02-03,2018,FEBRERO,3,1933,24,27,22,22.4,1013.2
2018-02-04,2018,FEBRERO,4,1800,26,29,23,20.5,1013.3
2018-02-05,2018,FEBRERO,5,2166,26,29,21,15.3,1011.7
2018-02-06,2018,FEBRERO,6,2255,27,31,25,14.7,1008.9
2018-02-07,2018,FEBRERO,7,2257,28,32,25,14.9,1007.6
2018-02-08,2018,FEBRERO,8,2288,30,34,27,14.1,1004.6
2018-02-09,2018,FEBRERO,9,2039,26,31,21,16.1,1004.3
2018-02-10,2018,FEBRERO,10,1803,24,28,20,15.4,1011.5
2018-02-11,2018,FEBRERO,11,1541,20,26,15,17.7,1018.2
2018-02-12,2018,FEBRERO,12,1440,18,22,15,11.5,1022.3
2018-02-13,2018,FEBRERO,13,1510,22,25,19,11.9,1020.9
2018-02-14,2018,FEBRERO,14,1803,24,28,21,16.4,1020.3
2018-02-15,2018,FEBRERO,15,1955,25,28,22,21.6,1019.2
2018-02-16,2018,FEBRERO,16,2078,26,29,23,19.5,1017.8
2018-02-17,2018,FEBRERO,17,2005,26,29,20,14.7,1013.8
2018-02-18,2018,FEBRERO,18,1892,28,32,25,11.9,1006.9
2018-02-19,2018,FEBRERO,19,1988,25,29,20,11.3,1003.7
2018-02-20,2018,FEBRERO,20,1909,25,27,21,11.1,1006.1
2018-02-21,2018,FEBRERO,21,1823,23,26,19,14.4,1012.3
2018-02-22,2018,FEBRERO,22,1850,22,25,18,10.5,1015.9
2018-02-23,2018,FEBRERO,23,1877,24,27,20,16.1,1017
2018-02-24,2018,FEBRERO,24,1766,23,25,20,20.2,1019
2018-02-25,2018,FEBRERO,25,1605,23,25,21,21.4,1018.7
2018-02-26,2018,FEBRERO,26,1890,23,26,21,21.1,1016.4
2018-02-27,2018,FEBRERO,27,1942,24,26,22,18.3,1012.5
2018-02-28,2018,FEBRERO,28,1946,24,26,22,22,1012.8
2018-03-01,2018,MARZO,1,1962,25,28,23,13.4,1013.2
2018-03-02,2018,MARZO,2,2085,26,29,24,15.1,1013.8
2018-03-03,2018,MARZO,3,1992,27,31,25,12.6,1012.1
2018-03-04,2018,MARZO,4,1795,26,29,23,12.7,1009.3
2018-03-05,2018,MARZO,5,1845,26,28,25,14.9,1009.2
2018-03-06,2018,MARZO,6,1778,21,26,15,16.5,1016.7
2018-03-07,2018,MARZO,7,1785,22,25,17,11.5,1016.5
2018-03-08,2018,MARZO,8,1848,24,28,20,13.7,1013.6
2018-03-09,2018,MARZO,9,1915,25,30,22,13.5,1010.3
2018-03-10,2018,MARZO,10,1813,26,31,23,14.2,1006.6
2018-03-11,2018,MARZO,11,1511,21,24,17,11.5,1010.4
2018-03-12,2018,MARZO,12,1716,21,24,17,8.1,1012.3
2018-03-13,2018,MARZO,13,1736,24,29,19,12.4,1009
2018-03-14,2018,MARZO,14,1778,23,27,20,11.3,1005.7
2018-03-15,2018,MARZO,15,1703,20,23,14,12,1007.8
2018-03-16,2018,MARZO,16,1738,21,23,18,12.7,1013
2018-03-17,2018,MARZO,17,1697,22,26,20,15.6,1007.4
2018-03-18,2018,MARZO,18,1491,23,24,19,15.1,2160.6
2018-03-19,2018,MARZO,19,1669,20,26,15,10.3,1010.7
2018-03-20,2018,MARZO,20,1695,21,25,15,11.4,1012.8
2018-03-21,2018,MARZO,21,1690,17,20,14,16.9,1019.8
2018-03-22,2018,MARZO,22,1687,19,22,17,19.5,1013
2018-03-23,2018,MARZO,23,1728,23,28,20,13.4,1006.7
2018-03-24,2018,MARZO,24,1479,21,24,18,8.2,1009.1
2018-03-25,2018,MARZO,25,1435,16,22,12,13.5,1017.3
2018-03-26,2018,MARZO,26,1702,17,20,12,8.6,1022
2018-03-27,2018,MARZO,27,1764,19,21,17,18.5,1020.3
2018-03-28,2018,MARZO,28,1744,21,25,19,14.1,1015.8
2018-03-29,2018,MARZO,29,1779,23,27,20,7,1014.4
2018-03-30,2018,MARZO,30,1568,24,27,21,7.1,1013.5
2018-03-31,2018,MARZO,31,1636,24,27,22,13.9,1012.2
2018-04-01,2018,ABRIL,1,1477,23,25,22,27.9,1014.2
2018-04-02,2018,ABRIL,2,1417,21,23,19,17.7,1015.4
2018-04-03,2018,ABRIL,3,1660,21,23,18,11.9,1013.3
2018-04-04,2018,ABRIL,4,1780,22,24,20,10.9,1011.6
2018-04-05,2018,ABRIL,5,1797,24,27,21,10,1010.6
2018-04-06,2018,ABRIL,6,1757,19,25,17,15.7,1013.8
2018-04-07,2018,ABRIL,7,1669,19,20,17,8.4,1013.6
2018-04-08,2018,ABRIL,8,1475,21,23,20,9.8,1016.7
2018-04-09,2018,ABRIL,9,1719,22,26,20,13.8,1015
2018-04-10,2018,ABRIL,10,1800,26,29,23,14.9,1007.8
2018-04-11,2018,ABRIL,11,1854,27,32,24,14.2,1004.4
2018-04-12,2018,ABRIL,12,1730,19,23,17,14.5,1015.4
2018-04-13,2018,ABRIL,13,1769,16,18,12,13.7,1026.7
2018-04-14,2018,ABRIL,14,1681,19,21,16,23.9,1027.5
2018-04-15,2018,ABRIL,15,1508,20,23,18,20.2,1027.2
2018-04-16,2018,ABRIL,16,1716,21,24,19,15.1,1023.3
2018-04-17,2018,ABRIL,17,1791,23,25,21,13.8,1018.4
2018-04-18,2018,ABRIL,18,1815,24,28,21,10.4,1016.5
2018-04-19,2018,ABRIL,19,1793,24,27,21,12.6,1014.3
2018-04-20,2018,ABRIL,20,1778,23,24,22,12.6,1011.3
2018-04-21,2018,ABRIL,21,1686,22,24,20,9.7,1011.4
2018-04-22,2018,ABRIL,22,1509,23,24,21,8.2,1010.8
2018-04-23,2018,ABRIL,23,1711,22,23,20,15,1014.3
2018-04-24,2018,ABRIL,24,1736,20,22,19,19.5,1019.9
2018-04-25,2018,ABRIL,25,1763,22,25,21,11.3,1018.5
2018-04-26,2018,ABRIL,26,1806,24,26,22,11.1,1015.1
2018-04-27,2018,ABRIL,27,1805,25,31,23,12,1011.6
2018-04-28,2018,ABRIL,28,1687,22,23,20,16.5,1015.9
2018-04-29,2018,ABRIL,29,1494,21,22,19,19.2,1013.5
2018-04-30,2018,ABRIL,30,1623,20,21,18,12.1,1016.2
2018-05-01,2018,MAYO,1,1341,16,18,15,20,1021.5
2018-05-02,2018,MAYO,2,1612,18,19,18,19.2,1017
2018-05-03,2018,MAYO,3,1702,19,22,17,8.3,1014.6
2018-05-04,2018,MAYO,4,1738,19,20,18,19.6,1015.6
2018-05-05,2018,MAYO,5,1641,19,21,17,17,1020.8
2018-05-06,2018,MAYO,6,1462,20,22,19,19.2,1023.6
2018-05-07,2018,MAYO,7,1703,21,23,20,19.8,1021.2
2018-05-08,2018,MAYO,8,1733,20,22,19,13.5,1017.8
2018-05-09,2018,MAYO,9,1743,20,21,19,8.3,1015.2
2018-05-10,2018,MAYO,10,1749,20,20,19,18.5,1011.3
2018-05-11,2018,MAYO,11,1778,18,21,16,15,1008.2
2018-05-12,2018,MAYO,12,1660,18,22,14,7.3,1016.3
2018-05-13,2018,MAYO,13,1469,18,20,14,8,1017
2018-05-14,2018,MAYO,14,1703,18,20,17,16.1,1012.2
2018-05-15,2018,MAYO,15,1755,18,20,15,11.6,1013.9
2018-05-16,2018,MAYO,16,1808,13,16,10,9.6,1021.6
2018-05-17,2018,MAYO,17,1805,13,13,12,9.2,1019
2018-05-18,2018,MAYO,18,1786,13,18,10,9.2,1016.3
2018-05-19,2018,MAYO,19,1747,12,15,10,10.6,1019
2018-05-20,2018,MAYO,20,1594,13,16,9,7.4,1018.3
2018-05-21,2018,MAYO,21,1817,14,18,12,9.4,1016.6
2018-05-22,2018,MAYO,22,1887,13,17,9,7.5,1020.8
2018-05-23,2018,MAYO,23,1870,15,20,11,11.1,1021.9
2018-05-24,2018,MAYO,24,1865,16,20,12,9.7,1023.9
2018-05-25,2018,MAYO,25,1613,15,18,11,11,1022.6
2018-05-26,2018,MAYO,26,1685,16,18,14,13.8,1017.1
2018-05-27,2018,MAYO,27,1564,18,21,16,7.3,1016.2
2018-05-28,2018,MAYO,28,1768,20,23,17,10.2,1011.7
2018-05-29,2018,MAYO,29,1784,21,24,20,8.4,1011.2
2018-05-30,2018,MAYO,30,1787,17,20,14,12.7,1013.5
2018-05-31,2018,MAYO,31,1864,12,14,11,15.2,1018.8
2018-06-01,2018,JUNIO,1,1843,11,12,9,14.2,1021
2018-06-02,2018,JUNIO,2,1794,9,12,7,8.1,1026.2
2018-06-03,2018,JUNIO,3,1611,10,12,7,7.6,1032.1
2018-06-04,2018,JUNIO,4,1871,11,13,10,10,1029.1
2018-06-05,2018,JUNIO,5,1918,10,13,7,5.5,1022.6
2018-06-06,2018,JUNIO,6,1893,12,16,8,16,1013.9
2018-06-07,2018,JUNIO,7,1923,11,13,9,12,1015.5
2018-06-08,2018,JUNIO,8,1917,10,15,7,12.3,1015.2
2018-06-09,2018,JUNIO,9,1786,12,15,10,11.6,1012
2018-06-10,2018,JUNIO,10,1564,15,18,14,11.3,1005.3
2018-06-11,2018,JUNIO,11,1847,14,16,13,12.4,1006.7
2018-06-12,2018,JUNIO,12,1908,11,14,7,13.7,1010.5
2018-06-13,2018,JUNIO,13,1911,9,11,7,14,1020.8
2018-06-14,2018,JUNIO,14,1916,8,12,5,8.7,1028.3
2018-06-15,2018,JUNIO,15,1941,8,12,5,5.3,1032.4
2018-06-16,2018,JUNIO,16,1818,8,11,5,8.7,1032.1
2018-06-17,2018,JUNIO,17,1507,10,14,6,17,1028.2
2018-06-18,2018,JUNIO,18,1779,11,15,7,14.9,1025.4
2018-06-19,2018,JUNIO,19,1853,12,16,9,13.2,1019.3
2018-06-20,2018,JUNIO,20,1602,13,16,10,5.2,1016.3
2018-06-21,2018,JUNIO,21,1766,16,18,12,13.5,1013.5
2018-06-22,2018,JUNIO,22,1901,11,15,8,9.8,1016.4
2018-06-23,2018,JUNIO,23,1816,13,17,10,9,1013.1
2018-06-24,2018,JUNIO,24,1642,6,9,3,9.6,1023.9
2018-06-25,2018,JUNIO,25,1650,8,15,4,11.7,1017.2
2018-06-26,2018,JUNIO,26,1819,11,17,7,11.1,1013.6
2018-06-27,2018,JUNIO,27,1881,13,19,8,11.3,1012.5
2018-06-28,2018,JUNIO,28,1857,13,16,10,9.1,1015.4
2018-06-29,2018,JUNIO,29,1838,14,17,13,7.1,1014.6
2018-06-30,2018,JUNIO,30,1693,11,14,10,8,1015.3
2018-07-01,2018,JULIO,1,1543,13,15,11,8.5,1010.1
2018-07-02,2018,JULIO,2,1818,13,15,10,9.8,1013.7
2018-07-03,2018,JULIO,3,1923,7,9,4,11.3,1027.1
2018-07-04,2018,JULIO,4,1915,8,10,7,13.6,1023
2018-07-05,2018,JULIO,5,1877,10,11,10,22,1020.7
2018-07-06,2018,JULIO,6,1927,11,11,10,29.5,1021.4
2018-07-07,2018,JULIO,7,1821,12,12,11,20.4,1016
2018-07-08,2018,JULIO,8,1588,12,15,10,12.2,1024.6
2018-07-09,2018,JULIO,9,1543,10,12,8,7.7,1033
2018-07-10,2018,JULIO,10,1797,9,11,7,9.8,1031.8
2018-07-11,2018,JULIO,11,1907,12,14,10,12,1026.5
2018-07-12,2018,JULIO,12,1860,13,16,10,15.5,1020.3
2018-07-13,2018,JULIO,13,1816,13,15,11,8.7,1015.9
2018-07-14,2018,JULIO,14,1673,14,19,11,8.3,1009.5
2018-07-15,2018,JULIO,15,1545,15,17,13,11.1,1013.4
2018-07-16,2018,JULIO,16,1812,10,11,9,23.9,1024.7
2018-07-17,2018,JULIO,17,1917,11,13,9,31.5,1021.9
2018-07-18,2018,JULIO,18,1869,13,14,12,15.7,1013.5
2018-07-19,2018,JULIO,19,1868,13,14,13,8.1,1008.2
2018-07-20,2018,JULIO,20,1900,9,13,7,15.1,1011.2
2018-07-21,2018,JULIO,21,1785,9,14,5,15.4,1016.5
2018-07-22,2018,JULIO,22,1648,10,11,8,12.4,1017.7
2018-07-23,2018,JULIO,23,1855,9,11,6,8.3,1028
2018-07-24,2018,JULIO,24,1945,8,10,4,9.9,1034.2
2018-07-25,2018,JULIO,25,1939,11,12,9,25,1029.9
2018-07-26,2018,JULIO,26,1883,12,13,11,26.3,1020.5
2018-07-27,2018,JULIO,27,1848,12,13,11,16.6,1019.1
2018-07-28,2018,JULIO,28,1737,12,13,12,10.2,1012.1
2018-07-29,2018,JULIO,29,1588,12,13,11,12.3,1010.1
2018-07-30,2018,JULIO,30,1809,11,17,6,7.6,1016.3
2018-07-31,2018,JULIO,31,1874,9,12,6,8.8,1025.7
2018-08-01,2018,AGOSTO,1,1880,9,11,8,12.3,1025.5
2018-08-02,2018,AGOSTO,2,1893,10,11,7,13.5,1024.6
2018-08-03,2018,AGOSTO,3,1929,11,13,9,13.2,1020.1
2018-08-04,2018,AGOSTO,4,1764,12,16,10,7.6,1019.2
2018-08-05,2018,AGOSTO,5,1598,12,16,8,6.9,1018.1
2018-08-06,2018,AGOSTO,6,1761,13,17,10,10.4,1017.9
2018-08-07,2018,AGOSTO,7,1810,14,17,12,13,1013.1
2018-08-08,2018,AGOSTO,8,1912,13,17,9,13,1013.1
2018-08-09,2018,AGOSTO,9,1903,10,12,7,15.6,1021.8
2018-08-10,2018,AGOSTO,10,1922,9,13,6,9,1022.7
2018-08-11,2018,AGOSTO,11,1786,12,13,11,8.1,1022.6
2018-08-12,2018,AGOSTO,12,1621,14,16,13,12.6,1020.7
2018-08-13,2018,AGOSTO,13,1825,14,16,13,12.1,1015.1
2018-08-14,2018,AGOSTO,14,1859,14,17,11,12,1019.3
2018-08-15,2018,AGOSTO,15,1837,11,14,8,7.7,1025.8
2018-08-16,2018,AGOSTO,16,1831,13,15,11,13.5,1025.6
2018-08-17,2018,AGOSTO,17,1798,15,18,13,11.7,1021.4
2018-08-18,2018,AGOSTO,18,1739,16,24,10,11.8,1016.1
2018-08-19,2018,AGOSTO,19,1630,10,12,7,12.6,1026.8
2018-08-20,2018,AGOSTO,20,1588,7,12,4,10.3,1031.4
2018-08-21,2018,AGOSTO,21,1811,9,12,5,7.5,1028.8
2018-08-22,2018,AGOSTO,22,1903,11,15,7,11.8,1024
2018-08-23,2018,AGOSTO,23,1848,12,14,10,20.4,1014.3
2018-08-24,2018,AGOSTO,24,1875,12,13,10,13.1,1014.3
2018-08-25,2018,AGOSTO,25,1772,10,14,5,11.5,1022.8
2018-08-26,2018,AGOSTO,26,1533,12,19,8,17.5,1022.7
2018-08-27,2018,AGOSTO,27,1708,14,19,11,15.8,1018.3
2018-08-28,2018,AGOSTO,28,1717,15,19,12,10.4,1016.1
2018-08-29,2018,AGOSTO,29,1723,17,22,12,6.9,1011.8
2018-08-30,2018,AGOSTO,30,1805,13,19,8,20.9,1014.3
2018-08-31,2018,AGOSTO,31,1874,9,11,7,21.9,1022.5
2018-09-01,2018,SEPTIEMBRE,1,1752,10,14,8,23,1025.2
2018-09-02,2018,SEPTIEMBRE,2,1561,12,15,9,15.5,1024.3
2018-09-03,2018,SEPTIEMBRE,3,1776,13,15,10,7.9,1023.4
2018-09-04,2018,SEPTIEMBRE,4,1758,14,18,11,8.3,1021.1
2018-09-05,2018,SEPTIEMBRE,5,1751,16,19,13,14.7,1016.8
2018-09-06,2018,SEPTIEMBRE,6,1691,17,21,14,9.5,1014.6
2018-09-07,2018,SEPTIEMBRE,7,1588,17,19,14,16.8,1018.5
2018-09-08,2018,SEPTIEMBRE,8,1600,16,17,15,24.2,1021.9
2018-09-09,2018,SEPTIEMBRE,9,1550,15,16,13,30.6,1024.5
2018-09-10,2018,SEPTIEMBRE,10,1781,15,15,14,27.9,1025.3
2018-09-11,2018,SEPTIEMBRE,11,1785,16,18,14,19.6,1022.4
2018-09-12,2018,SEPTIEMBRE,12,1788,15,17,14,16.8,1019.1
2018-09-13,2018,SEPTIEMBRE,13,1750,15,18,13,14.3,1018.3
2018-09-14,2018,SEPTIEMBRE,14,1758,15,18,13,17.6,1017.7
2018-09-15,2018,SEPTIEMBRE,15,1635,16,18,15,12.4,1014.4
2018-09-16,2018,SEPTIEMBRE,16,1456,18,20,16,12.2,1013.5
2018-09-17,2018,SEPTIEMBRE,17,1621,18,22,16,9.6,1012.8
2018-09-18,2018,SEPTIEMBRE,18,1658,19,21,17,14.8,1008.6
2018-09-19,2018,SEPTIEMBRE,19,1658,17,21,13,13.7,1009.3
2018-09-20,2018,SEPTIEMBRE,20,1716,18,21,14,8.5,1015.5
2018-09-21,2018,SEPTIEMBRE,21,1702,21,28,16,14.1,1011
2018-09-22,2018,SEPTIEMBRE,22,1573,23,29,19,13.2,1005.2
2018-09-23,2018,SEPTIEMBRE,23,1418,20,23,18,19.5,1007.3
2018-09-24,2018,SEPTIEMBRE,24,1569,18,20,15,13.6,1017
2018-09-25,2018,SEPTIEMBRE,25,1371,18,20,17,19.9,1016.6
2018-09-26,2018,SEPTIEMBRE,26,1582,19,22,18,16.4,1013.9
2018-09-27,2018,SEPTIEMBRE,27,1683,17,18,15,31,1016.8
2018-09-28,2018,SEPTIEMBRE,28,1716,17,21,16,21.7,1014.3
2018-09-29,2018,SEPTIEMBRE,29,1565,19,21,17,27.3,1003
2018-09-30,2018,SEPTIEMBRE,30,1433,18,19,16,13.4,1006.3
2018-10-01,2018,OCTUBRE,1,1641,14,15,13,17,1014.3
2018-10-02,2018,OCTUBRE,2,1684,13,17,8,8.4,1018.2
2018-10-03,2018,OCTUBRE,3,1667,16,22,12,10.3,1018.1
2018-10-04,2018,OCTUBRE,4,1645,16,19,12,9.5,1021.5
2018-10-05,2018,OCTUBRE,5,1650,14,16,11,12.3,1024.6
2018-10-06,2018,OCTUBRE,6,1570,16,20,12,15.7,1019.4
2018-10-07,2018,OCTUBRE,7,1426,19,22,16,16.2,1013
2018-10-08,2018,OCTUBRE,8,1621,22,27,19,11,1006.7
2018-10-09,2018,OCTUBRE,9,1631,21,26,18,11,1009.5
2018-10-10,2018,OCTUBRE,10,1626,18,21,15,10.9,1020.6
2018-10-11,2018,OCTUBRE,11,1678,14,16,13,18.3,1025
2018-10-12,2018,OCTUBRE,12,1711,13,16,11,13.4,1019.3
2018-10-13,2018,OCTUBRE,13,1620,16,23,11,7.2,1019.3
2018-10-14,2018,OCTUBRE,14,1458,19,24,14,16,1017
2018-10-15,2018,OCTUBRE,15,1361,20,25,15,14.9,1011.6
2018-10-16,2018,OCTUBRE,16,1580,22,25,19,13.7,1007.8
2018-10-17,2018,OCTUBRE,17,1678,23,28,19,15.2,1007.8
2018-10-18,2018,OCTUBRE,18,1678,20,22,18,20.4,1014.1
2018-10-19,2018,OCTUBRE,19,1687,17,20,14,22.9,1023.9
2018-10-20,2018,OCTUBRE,20,1590,16,17,14,23.2,1023.4
2018-10-21,2018,OCTUBRE,21,1432,17,19,15,16.1,1017.9
2018-10-22,2018,OCTUBRE,22,1648,19,23,15,7.6,1015.5
2018-10-23,2018,OCTUBRE,23,1670,16,19,13,20,1022
2018-10-24,2018,OCTUBRE,24,1751,14,19,13,20.7,1022
2018-10-25,2018,OCTUBRE,25,1711,17,20,14,11.8,1018.7
2018-10-26,2018,OCTUBRE,26,1674,17,20,15,13.3,1017.3
2018-10-27,2018,OCTUBRE,27,1575,17,20,15,13,1016.8
2018-10-28,2018,OCTUBRE,28,1417,19,22,17,12.4,1016.4
2018-10-29,2018,OCTUBRE,29,1634,21,25,19,15,1012.1
2018-10-30,2018,OCTUBRE,30,1675,20,23,18,13.5,1010
2018-10-31,2018,OCTUBRE,31,1698,18,20,16,12.1,1013.1
2018-11-01,2018,NOVIEMBRE,1,1663,13,17,9,15.1,1019.7
2018-11-02,2018,NOVIEMBRE,2,1728,16,19,13,23.7,1012
2018-11-03,2018,NOVIEMBRE,3,1630,19,22,15,15.7,1011.3
2018-11-04,2018,NOVIEMBRE,4,1429,22,25,18,11.3,1013.6
2018-11-05,2018,NOVIEMBRE,5,1658,22,24,20,15.6,1013.5
2018-11-06,2018,NOVIEMBRE,6,1742,21,24,18,14.5,1018.7
2018-11-07,2018,NOVIEMBRE,7,1698,18,21,15,20.8,1025.6
2018-11-08,2018,NOVIEMBRE,8,1706,21,25,17,19.8,1018.2
2018-11-09,2018,NOVIEMBRE,9,1818,25,29,23,14.1,1009.9
2018-11-10,2018,NOVIEMBRE,10,1650,21,26,18,30.4,1006.8
2018-11-11,2018,NOVIEMBRE,11,1491,22,24,21,17.2,1007.5
2018-11-12,2018,NOVIEMBRE,12,1685,23,26,10,15.1,1006.9
2018-11-13,2018,NOVIEMBRE,13,1673,23,26,21,11.6,1002.4
2018-11-14,2018,NOVIEMBRE,14,1666,21,26,17,16.2,1003.1
2018-11-15,2018,NOVIEMBRE,15,1703,24,30,19,11.7,1007.8
2018-11-16,2018,NOVIEMBRE,16,1649,17,22,12,23,1018.2
2018-11-17,2018,NOVIEMBRE,17,1578,20,23,18,18.5,1008.8
2018-11-18,2018,NOVIEMBRE,18,1425,20,24,15,11.1,1013.9
2018-11-19,2018,NOVIEMBRE,19,1332,22,26,16,13.4,1015.7
2018-11-20,2018,NOVIEMBRE,20,1574,23,28,18,17,1013.4
2018-11-21,2018,NOVIEMBRE,21,1836,26,30,20,15.3,1010.3
2018-11-22,2018,NOVIEMBRE,22,1705,25,29,18,14.9,1008.5
2018-11-23,2018,NOVIEMBRE,23,1634,17,21,13,21.9,1014.9
2018-11-24,2018,NOVIEMBRE,24,1541,19,23,14,14.6,1014.5
2018-11-25,2018,NOVIEMBRE,25,1418,19,23,14,7.3,1015.8
2018-11-26,2018,NOVIEMBRE,26,1642,23,28,21,9.1,1018.2
2018-11-27,2018,NOVIEMBRE,27,1638,22,24,21,22.4,1017.5
2018-11-28,2018,NOVIEMBRE,28,1673,21,22,19,25.6,1015.7
2018-11-29,2018,NOVIEMBRE,29,1676,20,22,18,20.6,1014.1
2018-11-30,2018,NOVIEMBRE,30,1704,21,24,19,13.8,1010.4
2018-12-01,2018,DICIEMBRE,1,1539,17,21,15,15.2,1015.2
2018-12-02,2018,DICIEMBRE,2,1440,15,19,10,14.2,1021.1
2018-12-03,2018,DICIEMBRE,3,1600,20,28,14,14.7,1012
2018-12-04,2018,DICIEMBRE,4,1672,19,25,15,15.3,1006.7
2018-12-05,2018,DICIEMBRE,5,1683,17,19,16,17.8,1010.5
2018-12-06,2018,DICIEMBRE,6,1640,18,20,15,21.2,1023.6
2018-12-07,2018,DICIEMBRE,7,1609,17,21,13,12.5,1024.3
2018-12-08,2018,DICIEMBRE,8,1404,21,26,16,14.2,1018
2018-12-09,2018,DICIEMBRE,9,1373,23,27,18,13.2,1011.7
2018-12-10,2018,DICIEMBRE,10,1681,23,27,17,9.8,1013.2
2018-12-11,2018,DICIEMBRE,11,1722,23,25,20,16.5,1009.9
2018-12-12,2018,DICIEMBRE,12,1730,23,27,20,12.8,1012.5
2018-12-13,2018,DICIEMBRE,13,1642,19,23,16,37.5,1010.2
2018-12-14,2018,DICIEMBRE,14,1583,20,25,16,17.9,1004.4
2018-12-15,2018,DICIEMBRE,15,1524,22,26,18,9.8,1015.9
2018-12-16,2018,DICIEMBRE,16,1480,25,30,21,13.7,1013
2018-12-17,2018,DICIEMBRE,17,1593,21,27,19,15.5,1009.3
2018-12-18,2018,DICIEMBRE,18,1604,19,22,15,19.6,1018.4
2018-12-19,2018,DICIEMBRE,19,1669,21,25,19,14.8,1014
2018-12-20,2018,DICIEMBRE,20,1720,23,26,19,13.9,1006.7
2018-12-21,2018,DICIEMBRE,21,1688,24,27,21,9.7,1006.1
2018-12-22,2018,DICIEMBRE,22,1661,23,27,19,9.8,1010.3
2018-12-23,2018,DICIEMBRE,23,1616,25,29,21,12.5,1014
2018-12-24,2018,DICIEMBRE,24,1684,26,29,23,14.4,1014.8
2018-12-25,2018,DICIEMBRE,25,1432,26,29,23,18.7,1012.3
2018-12-26,2018,DICIEMBRE,26,1795,27,29,24,18.2,1009.9
2018-12-27,2018,DICIEMBRE,27,1847,27,30,25,14.5,1006.3
2018-12-28,2018,DICIEMBRE,28,1853,27,29,25,17.4,1008
2018-12-29,2018,DICIEMBRE,29,1748,25,28,21,17.8,1006.5
2018-12-30,2018,DICIEMBRE,30,1387,23,29,19,14.5,1007.4
2018-12-31,2018,DICIEMBRE,31,1453,23,26,21,21.1,1012.7
2019-01-01,2019,ENERO,1,1355,27,31,23,17,1008.8
2019-01-02,2019,ENERO,2,1659,27,30,25,13.2,1004
2019-01-03,2019,ENERO,3,1583,21,25,18,14.7,1010.6
2019-01-04,2019,ENERO,4,1670,23,27,19,15.3,1013.3
2019-01-05,2019,ENERO,5,1714,26,29,24,16.1,1012.3
2019-01-06,2019,ENERO,6,1542,26,29,22,13.4,1006.2
2019-01-07,2019,ENERO,7,1731,25,28,22,8,1000
2019-01-08,2019,ENERO,8,1838,27,31,23,12.2,1006.3
2019-01-09,2019,ENERO,9,1795,27,30,23,17.3,1005.9
2019-01-10,2019,ENERO,10,1653,22,25,20,17.7,1012.6
2019-01-11,2019,ENERO,11,1647,19,23,15,13.9,1019.5
2019-01-12,2019,ENERO,12,1729,23,26,21,18.3,1015.8
2019-01-13,2019,ENERO,13,1540,24,25,21,15.1,1012.8
2019-01-14,2019,ENERO,14,1790,24,27,21,13.3,1012.8
2019-01-15,2019,ENERO,15,1808,23,26,20,16.3,1009.5
2019-01-16,2019,ENERO,16,1892,23,27,20,8.5,1008.7
2019-01-17,2019,ENERO,17,1784,22,26,19,19.7,1016.4
2019-01-18,2019,ENERO,18,1727,19,23,14,16.2,1021
2019-01-19,2019,ENERO,19,1634,21,24,18,12.8,1021.8
2019-01-20,2019,ENERO,20,1520,22,25,20,19.4,1018.3
2019-01-21,2019,ENERO,21,1837,25,28,21,16.2,1012.6
2019-01-22,2019,ENERO,22,2022,27,31,23,11.8,1010.6
2019-01-23,2019,ENERO,23,1953,26,28,23,19.9,1012.8
2019-01-24,2019,ENERO,24,2007,26,29,23,22,1015.7
2019-01-25,2019,ENERO,25,1847,24,28,22,20,1013
2019-01-26,2019,ENERO,26,1735,26,29,24,9.2,1011.5
2019-01-27,2019,ENERO,27,1695,27,29,25,19.3,1012
2019-01-28,2019,ENERO,28,2107,29,34,27,10.8,1008.8
2019-01-29,2019,ENERO,29,2206,30,34,26,15.9,1007.4
2019-01-30,2019,ENERO,30,1940,26,31,23,17.6,1007.1
2019-01-31,2019,ENERO,31,1864,25,29,20,14.4,1011.4
2019-02-01,2019,FEBRERO,1,1990,28,32,26,11.6,1010.5
2019-02-02,2019,FEBRERO,2,1724,25,28,21,16.8,1018
2019-02-03,2019,FEBRERO,3,1502,20,24,15,17.9,1024.9
2019-02-04,2019,FEBRERO,4,1704,22,24,20,15.9,1023.3
